area,branch,name,postalCode,street
Dresden,,AFBB Akademie für berufliche Bildung gemeinnützige GmbH,01069,Güntzstr. 1
Coswig,,AFD Armaturen und Formstücksbau GmbH,01640,Am Baggerteich 2
Dresden,,AFBV GmbH,01237,Lohrmannstr. 27
Zeithain,,AFA Umwelt Engineering Limited,01619,Abendrothstr. 16
,,Afeefa - Digitaler Zusammenhalt e.V.,,
Riesa,,AF Publikations UG (haftungsbeschränkt),01587,An der Gasanstalt 9
Dresden,,AFA GmbH,01097,Fritz-Reuter-Str. 34e
Bautzen,,AF Maschinenbau UG (haftungsbeschränkt),02625,Gewerbepark Wilthener Str. 32
Weißwasser,,AEZ Service Garage GmbH,02943,Berliner Str. 78
Nebelschütz,,AEVUM Venture UG (haftungsbeschränkt),01920,Hauptstr. 11a
Kamenz,,AEU Grundstücksverwaltungs OHG,01917,Markt 10
Dresden,,AEV Energy GmbH,01187,Hohendölzschener Str. 1a
Kamenz,,AEU Grundstücksverwaltungs GmbH & Co. KG,01917,Markt 10
Dresden,,AETCON GmbH,01099,Alaunstr. 68 A
Dresden,,AETC Saxonia GmbH,01067,
Gummersbach,,ÅF-Process GmbH,51647,Bunsenstr. 5
Löbau,,Aetas Personaldienstleistungen GmbH (Neuer Firmenname: FILOU Verlagsgesellschaft Ostsachsen mbH),02708,Dietrich-Bonhoeffer-Str. 7
Dresden,,AESOB Energiedienstleistungs-GmbH,01189,Stuttgarter Str. 29
Berlin,,AES Ingenieurgesellschaft mit beschränkter Haftung,10719,Joachimstaler Str. 12
Dresden,,AES Immobilien Dresden GmbH,01127,Heidestr. 1
Neschwitz,,Aesculap-Apotheke Inhaber Frank Schreiter e.K.,02699,Hauptstr. 9
Dresden,,"AES Aktenvernichtung und Entsorgung Sachsen UG (haftungsbeschränkt) (Neuer Firmenname: Vermietung mobiler Technik Sickert UG (haftungsbeschränkt). Geschäftsanschrift: An der Nordsiedlung 12a, 01109 Dresden)",01109,An der Nordsiedlung 12a
Ottendorf-Okrilla,,AES Aktenvernichtung und Entsorgung Sachen UG (haftungsbeschränkt),01458,Egger Str. 8-10
Riesa,,Advo Grundstücksverwaltungs GmbH,01589,Elbstr. 7
Dresden,,Advotronic GmbH,01099,Königsbrücker Str. 31-33
Hoyerswerda,,AdvoRerum UG (haftungsbeschränkt),02977,A.-Einstein-Str. 1
Dresden,,ADVITEC Informatik GmbH,01069,Schweizer Str. 3 a
Dresden,,advita Pro Vita Beteiligungs- GmbH,01279,Kamelenweg 4
Berlin,,advita Poliklinik Weida MVZ GmbH,10623,Uhlandstr. 179/180
Jena,,advita Beteiligungs-GmbH,07745,Max-Steenbeck-Str. 17
Jena,,advita AUßERKLINISCHE INTENSIVPFLEGE GmbH & Co. KG,07745,Max-Steenbeck-Straße 17
Dresden,,ADVISITAX Dresden GmbH Steuerberatungsgesellschaft,01309,Bertolt-Brecht-Allee 24
Giengen,,ADVISA-Treuhand GmbH,89537,Marktstr. 10
Dresden,,ADVISA Steuerberatungsgesellschaft mbH (Neuer Firmenname: ETL RHE-EL GmbH Wirtschafts- und Steuerberatungsgesellschaft),01099,Bautzner Str. 143
Dresden,,Advinci GmbH,01277,Enderstr. 94
Großröhrsdorf,,ADIM Dönerproduktion & Fleischgroßhandel GmbH,01900,Christian-Bürkert-Straße 1
Klingenberg,,ADGS UG (haftungsbeschränkt),01774,Talweg 12 a
Mosbach,,Adhenta GmbH,74821,Heidelberger Str. 27
Strehla OT Unterreußen,,ADH Agrardienste und Handels GmbH,01616,Unterreußener Str. 3
Dresden,,ADG Automatisierung Dresden GmbH,01159,Cottaer Str. 4
Dresden,,Adform AG,01239,Fritz-Meinhardt-Str. 32
Diera-Zehren OT Naundörfel,,ADG Agrartechnische Dienstleistungs-Gesellschaft mbH Naundörfel,01665,Zum Gosetal 28
Hoyerswerda,,AdFerTec - Additive Fertigungstechnik Matthias Fiedler e.K.,02977,Haus B
Pocking,,ADEV Wirtschaftsbetreuung-Repräsentanz GmbH,94060,Guttenbrunnstr. 24
Radebeul,,Ader Projects GmbH,01445,Ledenweg 8
Freital,,Adar Deutsch-Syrischer Sozialverein zur Hilfe für die Opfer der Unruhen in Syrien e.V.,01705,Pestalozzistraße 17
Dresden,,ADapTech GmbH,01259,Ludwig-Kugelmann-Str. 2
Zittau,,ADAMAX Szolgáltató Korlátolt Felelösségü Társaság,02763,Christian-Keimann-Str. 44 a
Dresden,,AdamOne GmbH,01309,Goetheallee 6
Dresden,,Adamalco Investment GmbH,01326,Schillerstr. 15
Dresden,,Adamalco Beteiligung & Sachwertanlage UG (haftungsbeschränkt) (Neuer Firmenname: Adamalco Investment GmbH),01326,Schillerstr. 15
Dresden,,Adam Ventures UG (haftungsbeschränkt),01067,Liliengasse 19
Dresden,,ADA Gastronomie & Automatenaufstell GmbH,01277,Schandauer Str. 49
Dresden,,AD-ON wood trade UG (haftungsbeschränkt),01097,Königstr. 5
Dresden,,ad-econ Beratungsgesellschaft mbH (Neuer Firmenname: mezza-forte consulting gmbh),01187,Chemnitzer Str. 46
Riesa,,AD-ACCESS-Zündholz Riesa GmbH,01591,Paul-Greifzu-Str. 22
Dresden,,Ad rem Dentaltechnik GmbH,01277,Königsteinstr. 5
Dresden,,Ad Portable GmbH,01099,Werner-Hartmann-Str. 6
Bannewitz,,AD FACULTAM Verwaltungsgesellschaft mbH,01728,Horkenstr. 31
Bannewitz,,AD FACULTAM Immobilien GmbH & Co. KG,01728,Horkenstr. 31
Bannewitz,,AD FACULTAM Geschäftsführungs- und Vermögensbeteiligungsgesellschaft mbH (Neuer Firmenname: Projektgesellschaft Klingerstraße Dresden mbH),01728,Horkenstr. 31
Weinböhla,,AD DICO Grafikagentur e. Kfr. (Neuer Firmenname: AD DICO Grafik- und Eventagentur e.Kfr),01689,Blumenstr. 2
Dresden,,"ACD-Autohaus GmbH (Neuer Firmenname: ACD Distributions- und Vertriebsgesellschaft mbH. Geschäftsanschrift: Biedermannstraße 8, 01187 Dresden)",01187,Biedermannstraße 8
Dresden,,Achim Dorner Beteiligungs-GmbH,01069,Schweizer Str. 3a
Dresden,,"ACD Distributions- und Vertriebsgesellschaft mbH (Neuer Firmenname: Rechenzentrum Zumpe GmbH. Geschäftsanschrift: Hofmühlenstr. 14, 01187 Dresden)",01187,Hofmühlenstr. 14
Bautzen,,AFT Bautzen Verwaltungs GmbH,02625,Edisonstr. 1
Ottendorf-Okrilla,,Agglo + Naturstein Naumann Verwaltungs GmbH,01458,An den Röderwiesen 14
Dohna OT Meusegast,,"ADIGO Hausverwaltung GmbH (Neuer Firmenname: SEM Café GmbH. Neuer Sitz: Dohna. Geschäftsanschrift: Ziegenrücken 1, 01809 Dohna OT Meusegast)",01809,Ziegenrücken 1
Ottendorf-Okrilla,,Agglo + Naturstein Naumann GmbH & Co. KG,01458,An den Röderwiesen 14
Malschwitz OT Kleinsaubernitz,,AGENTUR-NETWORK GmbH Ihr Personaldienstleister,02694,Bautzener Str. 36
Dresden,,Agentur-Jobwechsel GmbH & Co. KG,01277,Schlottwitzer Str. 4b
Königstein,,Agentur Zweitakter GmbH,01824,Pladerberg 7
Dresden,,Agentur Seidel GmbH International Eventmanagement und Marketing,01099,Förstereistr. 2
Dresden,,Agentur Schröder GmbH,01067,Friedrichstr. 24
Klingenberg OT Klingenberg,,Agentur Niefort GmbH,01774,Zum Weißeritztal 90
Dresden,,Agentur matteoevents e. K.,01067,Könneritzstraße 15
Dresden,,Agentur Landsberg e.K.,01307,Gerokstr. 28
Dresden,,Agentur Hoffmann Promotion GmbH,01159,Löbtauer Str. 52
Radebeul,,Agentur für Werbung und Beratung André Havlik e.K.,01445,Kötitzer Str. 23
Dresden,,"Agentur ""sieg & soehne"" GmbH",01097,Stetzscher Str. 7
,,AGENT-3D e.V.,,
Dresden,,AgenDix,01307,Fiedlerstr. 36
Dresden,,Agentour Haubold & Mendrok GmbH,01099,Carusufer 11
Käbschütztal,,AGENDA Immobilien & Landbau UG (haftungsbeschränkt),01665,Käbschütz 7
Käbschütztal,,Agenda Bau & Immobilien GmbH,01665,Käbschützer Hof Nr. 7
Dresden,,Agathon - Projektentwicklung UG (haftungsbeschränkt),01099,Jägerstr. 4
Nossen,,Age of Artists gGmbH,01683,Gallschütz 1b
Dresden,,agab service GmbH (Neuer Firmenname: BS Beteiligungs GmbH),01189,Freitaler Straße 30
Schönteichen OT Liebenau,,Agargenossenschaft Liebenau eG,01920,Kamenzer Str. 2 b
Dresden,,AG Personaldienstleistungen GmbH & Co. KG,01279,Wehlener Str. 46
,,AG Asylsuchende Sächsische Schweiz-Osterzgebirge e.V.,,
Brüggen,,AFZ Agentur für Zeitarbeit GmbH,41379,Borner Str. 54
Dresden,,AFUS Forschungsgesellschaft mbH,01277,Junghansstr. 5d
Dresden,,AFS-Print GmbH,01069,Zellscher Weg 18
Bautzen,,AFT-Förderanlagen Bautzen GmbH & Co KG,02625,Edisonstraße 1
Radebeul,,AFS GmbH,01445,Meißner Str. 25
Weinböhla,,Accuratus Invest Limited,01689,Dresdner Str. 53
Dresden,,Accura Steuerberatungsgesellschaft mbH (Neuer Firmenname: Accura Beratungsgesellschaft mbH),01326,Pillnitzer Landstr. 87
Dresden,,ACCURATA Baumanagement GmbH,01069,Einsteinstr. 6
Kiedrich,,Accura Steuerberatungsgesellschaft mbH,65399,Bingerpfortenstraße 24
Zittau,,Accuma Deutschland GmbH,02763,Dransendorfer Straße 1
Dresden,,Afrika macht Schule e.V.,01277,Ermelstr. 22
Bannewitz OT Possendorf,,ACCOLO Sächsische Immobilien GmbH,01728,Ferdinand-von-Schill-Str. 24
Radebeul,,Accura Immobilien Handelsgesellschaft mbH,01445,Moritzburgerstr. 18
Dresden,,Account Verwaltungs GmbH (Neuer Firmenname: menkens-new-ideas GmbH. Neuer Sitz: Dresden),01187,Plauenscher Ring 24
Dresden,,ACCO GmbH Wirtschaftsprüfungsgesellschaft,01099,Bautzner Str. 147
Radebeul,,ACCEDO Arzneimittel GmbH,01445,Wasastrasse 50
Dresden,,ACC Lichttechnik Export Unternehmergesellschaft (haftungsbeschränkt) (Neuer Firmenname: ACC Pflanzenmanufaktur Unternehmergesellschaft (haftungsbeschränkt)),01277,Bärensteiner Str. 23/25
Dresden,,ACC Kunststofftechnik GmbH,01277,Bärensteiner Str. 23 - 25
Bautzen,,academium® Karriere- und Finanzplanung GmbH u. Co. KG,02625,Wilthener Straße 32
Bautzen,,academium® Karriere- und Finanzplanung GmbH & Co.KG,02625,Taucherstr. 20
Markersdorf,,Agrarbetrieb Friedersdorf e.G.,02829,Ortsstraße 119
Altenberg,,Agrarbeton OHG,01773,Zinnwalder Str. 5
Bautzen,,"Agrargenossenschaft ""Agrofarm Göda"" eG (Neuer Firmenname: Agrargenossenschaft Agrofarm Göda eG. Neuer Sitz: Bautzen)",02625,Salzenforster Str. 163
Neukirch,,"Agrargemeinschaft ""Oberland"" GmbH",01904,Naundorfer Str. 13
Lommatzsch,,Agrardienste Wuhnitz GmbH,01623,Wuhnitzer Str. 22
Ottendorf-Okrilla OT Grünberg,,Agrarcentrum Grünberg Landwirtschaftliche Produktions-,01458,Prof.-Nagel-Str. 6
Ottendorf-Okrilla,,Agrarcentrum Grünberg Landwirtschaftliche Bewirtschaftungs GmbH,01458,Prof.-Nagel-Straße 6
Stuttgart,,Agrar-Service GmbH,70188,Viehhofstr. 10
Dohma OT Cotta,,Agrar-Produktivgenossenschaft Pirna-Cotta eG,01796,Cotta A Nr. 3 f
Pirna OT Zehista,,Agrar-Produktivgenossenschaft Pirna-Cotta e.G. (Neuer Firmenname: Agrar-Produktivgenossenschaft Pirna-Cotta eG),01796,Schloß Zehista 4
Weißenberg,,"Agrar-GmbH ""Am Stromberg"" Gröditz",02627,Lausker Str. 4
Neißeaue OT Zodel,,Agrar-Genossenschaft eG Zodel,02829,Dorfstr. 143a
Döbeln,,Agrar-Concept und Verwaltungs GmbH,04720,OT Zschäschütz Nr. 9
Großenhain OT Nasseböhla,,Agrar GmbH Weideland,01561,Elligaststr. 21
Klipphausen OT Reichenbach,,Agrar Produktions und Handelsgesellschaft mbH Scharfenberg,01665,Batzdorfer Kirchweg 2
Hemmingen,,Agrar Huber GmbH,71282,Helene-Lange-Str. 23
Haselbachtal,,Agrar GmbH Gersdorf-Oberlichtenau,01920,Bahnhofstr. 17 a
Niesky OT See,,Agrar GmbH Moholzer Hof,02906,Ernst-Thälmann-Str. 27
Wilsdruff OT Grumbach,,"Agrar GmbH ""Dresdner Vorland"" Grumbach",01723,Wilsdruffer Str. 10
Riesa,,Agrar Cargo Spedition GmbH,01591,Rosenstraße
Markersdorf,,Agrar BIO GmbH Gersdorf/Deutsch-Paulsdorf,02829,Kleine Seite 20
Wilsdruff OT Grumbach,,Agrar Anlagen Peter Lang & Co. GmbH,01723,Tharandter Str. 25
Burkau,,AGRAM Landtechnikvertrieb GmbH,01906,Säuritzer Str. 2
Pfaffenhofen a,,agnion energy GmbH,85276,Burgfriedenstr. 11
Prenzlau,,Agnes Bau UG (haftungsbeschränkt),17291,Berliner Str. 13
Hoyerswerda,,AGNAR UG (haftungsbeschränkt),02977,Franz-Mehring-Str. 4
Hoyerswerda,,AGK Berufskraftfahrer- und Fahrschul GmbH Ostsachsen,02977,Bautzener Str. 48
Bischofswerda,,Agil Otech GmbH Orthopädietechnik und Sanitätshaus,01877,Karl-Maria-von-Weber-Str. 1
Bischofswerda,,agil OTech GmbH Orthopädietechnik und Sanitätshaus,01877,Karl-Maria-von-Weber-Str. 1
Rabenau,,agil media GmbH & Co. KG,01734,Oelsaer Str. 6
,,AGiL - AltersGemeinschaft im Leben e.V.,,
Görlitz,,AGI AutoGlas International GmbH,02826,Gewerbering 16
Görlitz,,AGi Autoglas in Motion GmbH,02828,Florinusweg 5
Kamenz,,AC Event GmbH,01917,Hauptstr. 31
Dresden,,ac consulting GmbH Wirtschaftsprüfungsgesellschaft,01307,Blasewitzer Str. 43
Pirna,,ABzurVorsorge GmbH & Co. KG,01796,Hohe Str. 45
Dresden,,ab´ovo Steuerberatungsgesellschaft Jana Renner/Anke Wolf Partnerschaft mbB,01309,Prellerstr. 27
Radeberg,,ABX advanced biochemical compounds - Biomedizinische Forschungsreagenzien GmbH,01454,Heinrich-Gläser-Str. 10-14
Hamburg,,Abwicklungsgesellschaft MAFA Thomas-Mann-Str. 2-4 mbH,20359,Zacher
Dresden,,Abwicklungsgesellschaft Kunststoffverarbeitung Scheden mbH,01219,Tiergartenstr. 38
Haselbachtal,,AGRAR BS GmbH,01920,Bahnhofstr. 17 a
Weißenberg,,Abwasserbeseitigungsgesellschaft Weißenberg GmbH (AWG),02627,August-Bebel-Platz 1
Dresden OT Weißig,,Abwicklungsgesellschaft JACOBI GmbH,01328,An der Prießnitzaue 32
Bad Gottleuba-Berggießhübel OT Langenhennersdorf,,Agrargenossenschaft Bielatal eG,01819,Hauptstr. 2
Grossenhain,,Agrargenossenschaft Görzig eG,01561,Mühlenstr. 16
Weißenberg,,Abwasserbeseitigungsgesellschaft Weißenberg mbH (AWG),02627,August-Bebel-Platz 1
Ebersbach OT Göhra,,Agrargenossenschaft Göhra e.G.,01561,Ortsstraße 1
Bahretal,,Agrargenossenschaft Niederseidewitz e.G.,01796,Niederseidewitz Nr. 22
Niederau,,Agrargenossenschaft Niederau e.G.,01689,Kirchstr. 1 a
Waldhufen OT Nieder Seifersdorf,,Agrargenossenschaft Nieder Seifersdorf eG,02906,Hauptstr. 51
Reichenbach,,Agrargenossenschaft Reichenbach/Mengelsdorf eG,02894,Markt 6
Radeburg OT Großditmannsdorf,,Agrargenossenschaft Radeburg eG,01471,Hauptstraße 28 b
Käbschütztal OT Krögis,,Agrargenossenschaft Pflanzen- und Tierproduktion Krögis/Heynitz e.G.,01665,Gewerbestr. 8
Kamenz OT Liebenau,,Agrargenossenschaft Liebenau eG,01917,Kamenzer Berg 2 b
Schönteichen OT Liebenau,,Agrargenossenschaft Liebenau e.G. (Neuer Firmenname: Agargenossenschaft Liebenau eG),01920,Kamenzer Str. 2 b
Laußnitz,,Agrargenossenschaft Laußnitz e.G.,01936,Gräfenhainer Straße 36
Klitten,,Agrargenossenschaft Klitten e.G.,02906,Platz der MTS 347
Großpostwitz,,Agrargenossenschaft Kirschau/Großpostwitz eG,02692,Fabrikstr. 29 A
Glashütte OT Johnsbach,,Agrargenossenschaft Johnsbach eG,01768,Bärenhecker Str. 26
Göda,,Agrargenossenschaft Kleinförstchen e.G.,02633,Oberförstchen Nr. 41
Rothenburg,,Agrarprodukt Rothenburg GmbH,02929,Horkaer Str. 24
Elsterheide OT Bluno,,"Agrarprodukt ""Heideland"" Bluno GmbH",02979,Dorfaue
Dresden,,Agraria Verwaltungs GmbH,01159,Kesselsdorfer Str. 116
Bad Gottleuba,,"Agrarproduktivgenossenschaft e.G. ""Weideland"" Bad Gottleuba",01816,Oelsener Str. 1
Dresden OT Schullwitz,,Agrarproduktionsgesellschaft Schönfelder Hochland m.b.H. & Co. KG (Neuer Firmenname: Gutsverwaltung Schönfelder Hochland GmbH & Co. KG),01328,Weißiger Str. 50
Dresden OT Schullwitz,,Agrarproduktions- und Verwaltungsgesellschaft Schönfelder Hochland m.b.H. (Neuer Firmenname: Gutsverwaltung Beteiligungs GmbH. Neuer Sitz: Dresden),01328,Weißiger Str. 50
Dresden,,Agraria Pharma GmbH,01159,Kesselsdorfer Straße 116
Kamenz,,Agrarproduktivgenossenschaft e.G. Lückersdorf/Gelenau,01917,Amselgasse 3
Boxberg OT Mönau,,Agrarproduktion u. Landschaftspflege Mönau-Uhyst e.G.,02943,Eichenallee 29 b
Bad Gottleuba-Berggießhübel OT Börnersdorf,,Agrarproduktion Börnersdorf GmbH,01816,Börnersdorf Nr. 2
Stösitz,,Agrarproduktion Stösitz e.G.,01594,Steinweg 10
Löbau OT Kittlitz,,"Agrarproduktion Kittlitz GmbH (Neuer Firmenname: Agrarservice Rothenburg GmbH. Neuer Sitz: Rothenburg/OL. Geschäftsanschrift: Neue Straße 1, 02708 Löbau OT Kittlitz)",02708,Neue Straße 1
Liebstadt OT Biensdorf,,Agrarproduktion Heidenau GmbH,01825,Biensdorfer Str. 63
Lohsa OT Steinitz,,"Agrarproduktion GmbH ""Am Eichberg""",02999,Neu-Steinitzer Str. 3
Lohmen,,"Agrarproduktion ""Zur Bastei"" Verwaltungs-GmbH",01847,Kohlbergstr. 7
Bischofswerda OT Großdrebnitz,,Agro-Union Immobilien GmbH,01877,Kleindrebnitzer Str. 4
Großenhain,,Agro-Service GmbH Großenhain,01558,Mülbitzer Straße 9
Stolpen,,Agroservice Langenwolmsdorf GmbH,01833,Neustädter Landstr. 1B
Doberschau-Gaußig OT Preuschwitz,,AgroSax e.V.,02692,Singwitzer Weg 10
,,Agronym e.V.,,
Dresden,,AGU Dresden Gesellschaft für Unternehmensberatung m.b.H.,01309,Bertolt-Brecht-Allee 24
Radeberg,,AGROMATIC Mess- und Regelanlagen GmbH,01454,Gewerbepark Heidestr. 70
Lommatzsch,,AGT Gebäudetechnik GmbH,01623,Altlommatzsch 13
Dresden,,AGS Agrargesellschaft mbH,01157,Zschonergrundstr. 20
Rosenbach OT Herwigsdorf,,AGROFARM-Biogas GmbH,02708,Niederhofstr. 23 a
Lutherstadt Wittenberg,,AGROFERT Deutschland GmbH,06886,Dessauer Str. 126
Rosenbach,,Agrofarm Herwigsdorf eG,02708,Niederhofstr. 23a
Bautzen,,Agrofarm Göda GmbH,02625,Salzenforster Str. 163
Bischofswerda,,Agro-Union-Production-GmbH u. Co. KG,01877,Kleindrebnitzer Straße 4
Bischofswerda,,Agro-Union-Production Verwaltungsgesellschaft mbH,01877,Kleindrebnitzer Str. 4
Niedercunnersdorf,,Agro-Service GmbH,02708,Am Bahnhof
Döbeln,,Agrö Frankenthal GmbH,04720,OT Zschäschütz Nr. 9
Altenburg,,"Agro Tec GmbH (Neuer Firmenname: Agro BUL GmbH. Änderung der Geschäftsanschrift: Nelkenstr. 21, 04600 Altenburg)",04600,Nelkenstr. 21
Triebischtal OT Groitzsch,,Agro GmbH Burkhardswalde - Gesellschaft zur Erzeugung und Handel agrarischer Produkte,01665,Zum Kalkwerk 3
Dresden,,Agro Drisa GmbH Recycling von elektronischen Geräten,01326,Calberlastr. 8
Dresden,,Agro Drisa GmbH Dresden Recycling von elektronischen Geräten,01326,Calberlastr. 8
Hamburg,,Agriworld Media GmbH,22087,Lübecker Str. 108
Unterschönau,,Agripa GmbH Zerspanungstechnik,98587,Hauptstraße 114
Horka,,AgriConsulting Kampschöer UG (haftungsbeschränkt),02923,Görlitzer Str. 9
Dresden,,Agrikultur GmbH Schönfeld,01328,Weißiger Str. 50
Hohnstein OT Ehrenberg,,Agrarvermögensverwaltungs- und Verwertungsgesellschaft Pflanzenproduktion Ehrenberg GmbH (Neuer Firmenname: Agrarvermögensgesellschaft Ehrenberg GmbH. Neuer Sitz: Hohnstein),01848,Hauptstr. 105
Berlin,,Agratec AG & Co. Biogaskraftwerk Zittau KG,10179,Holzmarktstr. 10
Hohnstein OT Ehrenberg,,Agrarvermögensgesellschaft Ehrenberg GmbH,01848,Hauptstr. 105
Ketzerbachtal OT Bodenbach,,Agrarunternehmen Starbach/Sachsen eingetragene Genossenschaft,01683,Am Bahndamm 1
Nossen OT Bodenbach,,Agrarunternehmen Starbach-Sachsen eG,01683,Am Bahndamm 1
Röderaue OT Frauenhain,,Agrarunternehmen Frauenhain GmbH,01609,Hauptstr. 40 a
Burkau OT Auschkowitz,,Agrarunternehmen Auschkowitz GmbH,01906,Ringstr. 24
Reichenbach,,"Agrarverarbeitungs- und Handelsgesellschaft mbH Reichenbach (Neuer Firmenname: Kartoffellagerhaus und Handelsgesellschaft mbH Reichenbach. Geschäftsanschrift: Nieskyer Str. 31, 02894 Reichenbach)",02894,Nieskyer Str. 31
Lommatzsch OT Barmenitz,,"Agrarunternehmen ""Lommatzscher Pflege"" e.G.",01623,Nr. 1
Haselbachtal OT Bischheim,,Agrartechnik Schlenkrich GmbH,01920,Schlagweg 1 a
Ebersbach,,Agrartechnik Vertrieb Sachsen GmbH,01561,Zweitannenweg 3
Hohendubrau OT Gebelzig,,Agrarservice GmbH Gebelzig,02906,Unterer Siedlerweg 2
Rothenburg,,Agrarservice Rothenburg GmbH,02929,Horkaer Str. 24
Hohendubrau OT Gebelzig,,Agrarservice Gebelzig GmbH,02906,Dorfstr. 32
Lohmen,,"Agrarproduktion ""Zur Bastei"" GmbH & Co KG",01847,Kohlbergstr. 7
Struppen,,"Agrarproduktion ""Am Bärenstein"" Struppen eG",01796,Hohe Str. 8
Klingenberg OT Ruppendorf,,Agrarprodukte Reichstädt GmbH,01774,Paulsdorfer Str. 7
Struppen,,Agrarprodukte Struppen GmbH,01796,Hohe Str. 8
Lohmen,,"Agrarproduktion ""Zur Bastei"" GmbH",01847,Kohlbergstr. 7
Klingenberg OT Ruppendorf,,Agrarprodukte Höckendorf GmbH,01774,Paulsdorfer Str. 7
Radibor,,Agrarprodukte GmbH Großwelka,02627,OT Schwarzadler Nr. 1a
Klingenberg OT Ruppendorf,,Agrargesellschaft Ruppendorf AG,01774,Paulsdorfer Str. 7
Kubschütz,,Agrarprodukte GmbH Budissa Niederkaina,02627,Zur Alten Bäckerei 6
Döbeln,,Agrö Horka GmbH,04720,Zschäschütz Nr. 9
Dresden,,Agraria GmbH & Co. KG,01159,Kesselsdorfer Str. 116
Glashütte OT Reinhardtsgrimma,,Agrargesellschaft Reinhardtsgrimma AG,01768,Zur alten Schäferei 19
Krauschwitz,,Agrargesellschaft Pechern mbH,02957,Siedlung 43 a
Radebeul,,AICON Liegenschaften und Immobilienservice GmbH & Co. KG,01445,Elbblick 5
Dresden,,AIF - Akademie für internationale Finanzierung GmbH,01097,Große Meißner Str. 15
Radebeul,,AICON Verwaltungs GmbH,01445,Elbblick 5
Radebeul,,AICON Beteiligungs GmbH,01445,Elbblick 5
Radebeul,,AICON Assekuranz- und Immobilien GmbH & Co. KG,01445,Elbblick 5
Dohna,,Aican Energy Verwaltungs-GmbH,01809,Weesensteiner Straße 2
Dresden,,AIC UG (haftungsbeschränkt),01324,Hermann-Hesse-Str. 12 b
Dresden,,Aibang GmbH,01277,Enderpark/Haus A
Bannewitz OT Golberode,,AIB Vermittlungsgesellschaft mbH,01728,Zum Alten Steinbruch 2
Bautzen,,AIB GmbH,02625,Liselotte-Herrmann-Str. 4
Bautzen,,AIB Architekten- und Ingenieurgesellschaft mit beschränkter Haftung Bautzen,02625,Liselotte-Herrmann-Str. 4
,,AIAS Dresden e.V.,,
München,,AI Metrics GmbH,80538,Prinzregentenstr. 54
Heidenau,,AHT AquaGemini UG (haftungsbeschränkt),01809,August-Bebel-Str. 26
Radebeul,,AHVG Autohandels- und Vermittlungs-GmbH,01445,Augustusweg 22
Dobel,,AHT Alpha Hoch- und Tiefbau GmbH,75335,Wildbader Str. 62
Dresden,,Ahrendt GmbH Büro für angewandte Geologie,01309,Wartburgstr. 12
Dresden,,Ahorn-Apotheke Inh. Matthias Fischer-Schäfer e.K.,01156,Dresdner Str. 17
Bautzen,,Ahorn Apotheke Inge Ilin e.K.,02625,Muskauer Str. 20 c
Schwepnitz,,Ahorn-Apotheke,01936,Schulstr. 2
Görlitz,,AHK-Zentrum GmbH,02828,Gottlieb-Daimler-Str. 18
Bischofsheim,,AHK-Zentrum GmbH,65474,An der Kreuzlache 8-12
Dresden,,AHG Autohandelsgesellschaft Dresden mbH,01067,Hamburger Str. 28
Ansbach,,AHG Maschinenvertriebs GmbH Dresden,91522,Steinersdorf 6
Heidenau,,AHF Kommunikations UG (haftungsbeschränkt),01809,Ringstr. 17
Weißenberg OT Kotitz,,AHDL Agrarhandels- und Dienstleistungs-GmbH,02627,Lausker Str. 4
Struppen,,AHA-Training UG (haftungsbeschränkt),01796,Ebenheit 30
Köln,,AHA Ausführung haustechnischer Anlagen GmbH,50939,Rhöndorfer Str. 8
Radebeul,,AH Handels- und Servicegesellschaft mbH,01445,Kötitzer Str. 23
Hoyerswerda,,AH - Autohof Hoyerswerda GmbH,02977,Nardter Weg 4
Dresden,,AGZ Zimmermann GmbH,01067,Jahnstr. 5 A
Meißen,,AH Richter Verwaltungs GmbH,01662,Leipziger Straße 82 a
Käbschütztal OT Krögis,,Agrargesellschaft Krögis/Heynitz mbH,01665,Gewerbestr. 8
Niederau OT Großdobritz,,Agrargesellschaft Großdobritz mbH,01689,Dresdner Str. 3 e
Wülknitz,,Agrargenossenschaft Wülknitz e.G. (Neuer Firmenname: Agrargenossenschaft Wülknitz eG),01609,Buschgasse 3
Skäßchen,,Agrargenossenschaft Skäßchen eG,01561,Hauptstraße 54
Bernsdorf OT Wiednitz,,Agrargenossenschaft Wiednitz eG,02994,Grünewalder Str. 44
Dürrröhrsdorf-Dittersbach,,Agrargenossenschaft Stürza e.G.,01833,Hohnsteiner Str. 52
Sohland an der Spree,,Agrargenossenschaft Sohland eG,02689,Rösselburgstr. 1a
Sohland an der Spree,,Agrargenossenschaft Sohland e.G. (Neuer Firmenname: Agrargenossenschaft Sohland eG. Neuer Sitz: Sohland a.d. Spree),02689,Rösselburgstr. 1a
